,id,usingtime
869,870,"{'socar': 579, 'dailyshot': 156, 'bacon': 356, 'publy': 52, 'milessbook': 993, 'youtube': 757, 'melon': 793, 'naver': 866, 'tlxpass': 473, 'closetshare': 924}"
870,871,"{'socar': 388, 'trive': 869, 'tving': 503, 'bacon': 764, 'publy': 533, 'youtube': 827, 'melon': 273, 'wisely': 85, 'closetshare': 1}"
871,872,"{'moonday': 393, 'tving': 173, 'laftel': 637}"
872,873,"{'kukka': 86, 'tving': 717, 'dailyshot': 714, 'laftel': 802, 'milessbook': 62, 'naver': 612}"
873,874,"{'naver': 310, 'coupang': 618, 'publy': 389}"
874,875,"{'kukka': 910, 'laftel': 608, 'moonday': 533, 'watcha': 104, 'melon': 603, 'tlxpass': 64}"
875,876,"{'bacon': 649, 'publy': 501}"
876,877,"{'socar': 745, 'tving': 480, 'trive': 707, 'publy': 373, 'coupang': 709, 'laftel': 868, 'bacon': 817, 'moonday': 868, 'youtube': 199, 'melon': 163, 'wisely': 194, 'closetshare': 218}"
877,878,"{'socar': 842, 'kukka': 678, 'laftel': 340, 'youtube': 93, 'melon': 650, 'tlxpass': 301, 'bacon': 87}"
878,879,"{'tving': 287, 'dailyshot': 388}"
879,880,"{'socar': 246, 'kukka': 355, 'tving': 142, 'netflix': 603, 'trive': 781, 'publy': 900, 'coupang': 319, 'melon': 997, 'tlxpass': 369, 'naver': 501}"
880,881,"{'milessbook': 157, 'moonday': 268}"
881,882,"{'wisely': 684, 'coupang': 418}"
882,883,"{'coupang': 605, 'netflix': 393, 'bacon': 303, 'publy': 720}"
883,884,"{'trive': 690, 'tving': 602, 'laftel': 289, 'coupang': 580, 'publy': 950, 'wisely': 147, 'closetshare': 867}"
884,885,"{'socar': 829, 'netflix': 299, 'moonday': 854, 'closetshare': 3, 'tlxpass': 679, 'wisely': 589, 'bacon': 450, 'naver': 214}"
885,886,"{'wisely': 240, 'netflix': 814, 'youtube': 775, 'watcha': 179}"
886,887,"{'netflix': 490, 'trive': 304, 'laftel': 90, 'publy': 492, 'youtube': 191, 'melon': 425}"
887,888,"{'tlxpass': 666, 'moonday': 762}"
888,889,"{'socar': 639, 'kukka': 222, 'netflix': 15, 'coupang': 156, 'bacon': 467, 'publy': 352, 'watcha': 470, 'tlxpass': 864, 'closetshare': 626}"
889,890,"{'kukka': 619, 'tving': 685, 'trive': 574, 'dailyshot': 112, 'laftel': 738, 'moonday': 971, 'tlxpass': 546, 'naver': 601}"
890,891,"{'trive': 826, 'dailyshot': 740, 'bacon': 818, 'laftel': 368, 'moonday': 780, 'naver': 568, 'closetshare': 794}"
891,892,"{'trive': 345, 'dailyshot': 559, 'melon': 765}"
892,893,"{'kukka': 310, 'dailyshot': 382, 'publy': 698, 'laftel': 555, 'milessbook': 647, 'youtube': 317, 'naver': 153}"
893,894,"{'netflix': 844, 'dailyshot': 321, 'bacon': 285, 'publy': 796, 'moonday': 557, 'closetshare': 242}"
894,895,"{'dailyshot': 783, 'publy': 308, 'moonday': 260, 'watcha': 38, 'wisely': 889}"
895,896,"{'socar': 477, 'kukka': 590, 'trive': 418, 'tving': 444, 'moonday': 571, 'milessbook': 499, 'youtube': 998, 'watcha': 314, 'melon': 395, 'wisely': 609, 'naver': 901}"
896,897,"{'socar': 129, 'tving': 583, 'coupang': 496, 'milessbook': 924, 'youtube': 246, 'naver': 40, 'bacon': 2}"
897,898,"{'dailyshot': 639, 'coupang': 865, 'watcha': 291, 'naver': 492, 'closetshare': 943}"
898,899,"{'naver': 311, 'kukka': 926, 'closetshare': 929}"
899,900,"{'dailyshot': 730, 'moonday': 290, 'watcha': 678, 'melon': 998, 'naver': 386, 'bacon': 898}"
900,901,"{'tving': 621, 'closetshare': 557, 'laftel': 429}"
901,902,"{'socar': 514, 'kukka': 601, 'trive': 525, 'publy': 502, 'coupang': 881, 'youtube': 838, 'watcha': 14, 'naver': 28, 'bacon': 356}"
902,903,"{'socar': 926, 'kukka': 92, 'tving': 599, 'dailyshot': 458, 'moonday': 446, 'milessbook': 472, 'youtube': 758, 'tlxpass': 575, 'wisely': 297}"
903,904,"{'socar': 512, 'tving': 246, 'netflix': 968, 'publy': 272, 'laftel': 393, 'youtube': 651, 'watcha': 213, 'melon': 330, 'tlxpass': 577, 'naver': 124}"
904,905,"{'trive': 448, 'coupang': 630, 'laftel': 394, 'milessbook': 51, 'youtube': 113, 'watcha': 758, 'melon': 76, 'tlxpass': 97, 'bacon': 299}"
905,906,"{'socar': 303, 'netflix': 889, 'tving': 762, 'coupang': 954, 'tlxpass': 280, 'closetshare': 334}"
906,907,"{'socar': 785, 'kukka': 242, 'trive': 261, 'coupang': 75, 'publy': 850, 'milessbook': 309, 'moonday': 422, 'naver': 989, 'wisely': 859, 'bacon': 386}"
907,908,"{'tving': 238, 'trive': 401, 'dailyshot': 922, 'coupang': 920, 'laftel': 390, 'milessbook': 407, 'youtube': 75, 'watcha': 298, 'naver': 948, 'bacon': 560}"
908,909,"{'socar': 73, 'trive': 501, 'moonday': 980, 'watcha': 159, 'closetshare': 956}"
909,910,"{'trive': 911, 'dailyshot': 97, 'coupang': 359, 'moonday': 309, 'watcha': 541, 'melon': 141, 'wisely': 511}"
910,911,"{'tving': 684, 'publy': 891, 'bacon': 555, 'watcha': 938, 'tlxpass': 851, 'closetshare': 804}"
911,912,"{'dailyshot': 419, 'coupang': 643, 'publy': 666, 'laftel': 916, 'milessbook': 400, 'closetshare': 594, 'melon': 280, 'tlxpass': 643, 'bacon': 942}"
912,913,"{'socar': 520, 'netflix': 53, 'tving': 580, 'coupang': 489, 'youtube': 449, 'watcha': 528, 'melon': 49, 'wisely': 109, 'tlxpass': 732, 'bacon': 643, 'naver': 548}"
913,914,"{'watcha': 104, 'bacon': 232}"
914,915,"{'socar': 868, 'netflix': 420, 'trive': 109, 'publy': 275, 'moonday': 640, 'youtube': 763, 'watcha': 254, 'melon': 66, 'naver': 225, 'tlxpass': 620, 'wisely': 421, 'closetshare': 599}"
915,916,"{'tlxpass': 979, 'coupang': 776, 'publy': 517}"
916,917,"{'wisely': 374, 'tving': 481, 'closetshare': 149}"
917,918,"{'socar': 573, 'kukka': 26, 'dailyshot': 642, 'coupang': 432, 'bacon': 308, 'milessbook': 163, 'moonday': 250, 'youtube': 729, 'melon': 812, 'tlxpass': 915, 'closetshare': 788, 'naver': 17}"
918,919,"{'trive': 775, 'dailyshot': 543, 'coupang': 77, 'publy': 56, 'wisely': 990, 'tlxpass': 415, 'bacon': 336}"
919,920,"{'milessbook': 583, 'trive': 507, 'publy': 862, 'netflix': 283}"
920,921,"{'tlxpass': 600, 'milessbook': 526, 'tving': 61, 'moonday': 820}"
921,922,"{'kukka': 475, 'laftel': 759}"
922,923,"{'netflix': 152, 'publy': 779, 'laftel': 333, 'youtube': 833, 'watcha': 553, 'bacon': 40}"
923,924,"{'socar': 990, 'coupang': 600}"
924,925,"{'trive': 677, 'bacon': 513, 'youtube': 316, 'wisely': 288, 'closetshare': 699}"
925,926,"{'kukka': 59, 'trive': 539, 'tving': 647, 'netflix': 250, 'laftel': 449, 'publy': 384, 'milessbook': 812, 'youtube': 825, 'watcha': 98, 'melon': 842, 'tlxpass': 151, 'bacon': 141}"
926,927,"{'netflix': 839, 'dailyshot': 294, 'coupang': 945, 'watcha': 173, 'closetshare': 994}"
927,928,"{'socar': 288, 'publy': 553, 'milessbook': 738, 'melon': 302, 'tlxpass': 558}"
928,929,"{'socar': 654, 'kukka': 134, 'trive': 182, 'publy': 169, 'moonday': 520, 'youtube': 451, 'melon': 924, 'wisely': 739, 'tlxpass': 429}"
929,930,"{'kukka': 497, 'melon': 308}"
930,931,"{'dailyshot': 166, 'coupang': 6, 'milessbook': 635, 'moonday': 869, 'youtube': 14, 'wisely': 653}"
931,932,"{'socar': 202, 'trive': 803, 'netflix': 825, 'dailyshot': 580, 'laftel': 64, 'coupang': 522, 'milessbook': 302, 'youtube': 471, 'watcha': 106, 'melon': 840, 'naver': 660, 'bacon': 219}"
932,933,"{'trive': 174, 'tving': 187, 'dailyshot': 198, 'laftel': 734}"
933,934,"{'trive': 465, 'netflix': 647, 'publy': 920, 'milessbook': 570, 'bacon': 252}"
934,935,"{'socar': 512, 'tving': 329, 'trive': 809, 'dailyshot': 163, 'bacon': 152, 'moonday': 305, 'youtube': 293, 'watcha': 106, 'closetshare': 398}"
935,936,"{'socar': 631, 'tving': 38, 'milessbook': 694, 'moonday': 606, 'youtube': 276, 'watcha': 421, 'wisely': 643, 'naver': 894}"
936,937,"{'melon': 51, 'bacon': 192}"
937,938,"{'netflix': 943, 'coupang': 138, 'bacon': 493, 'laftel': 854, 'moonday': 982, 'youtube': 922, 'watcha': 492, 'naver': 263, 'closetshare': 348}"
938,939,"{'wisely': 704, 'socar': 175, 'watcha': 825, 'laftel': 242}"
939,940,"{'tving': 827, 'coupang': 47, 'publy': 373, 'bacon': 938, 'moonday': 268, 'milessbook': 245, 'watcha': 919, 'naver': 611, 'closetshare': 396}"
940,941,"{'socar': 952, 'kukka': 554, 'tving': 844, 'trive': 172, 'dailyshot': 558, 'bacon': 695, 'publy': 778, 'moonday': 345, 'youtube': 990, 'tlxpass': 812, 'wisely': 457, 'closetshare': 593, 'naver': 966}"
941,942,"{'laftel': 92, 'bacon': 200, 'moonday': 38, 'wisely': 50, 'closetshare': 27}"
942,943,"{'naver': 457, 'milessbook': 268, 'kukka': 458, 'watcha': 887}"
943,944,"{'kukka': 380, 'trive': 286, 'coupang': 591, 'laftel': 77, 'publy': 733, 'moonday': 475, 'youtube': 334, 'watcha': 633, 'bacon': 471}"
944,945,"{'coupang': 418, 'moonday': 871, 'youtube': 336, 'tlxpass': 21, 'closetshare': 329}"
945,946,"{'wisely': 157, 'socar': 820, 'tving': 296, 'coupang': 401}"
946,947,"{'socar': 675, 'tving': 895, 'trive': 247, 'dailyshot': 757, 'publy': 469, 'moonday': 790, 'watcha': 771, 'melon': 665, 'naver': 48, 'bacon': 925}"
947,948,"{'socar': 843, 'kukka': 839, 'tving': 198, 'netflix': 714, 'coupang': 23, 'bacon': 429, 'milessbook': 501, 'watcha': 10, 'wisely': 721, 'closetshare': 820}"
948,949,"{'socar': 284, 'trive': 251, 'netflix': 104, 'coupang': 889, 'laftel': 337, 'moonday': 405, 'wisely': 102}"
949,950,"{'socar': 159, 'trive': 751, 'tving': 660, 'tlxpass': 767, 'closetshare': 439}"
950,951,"{'tving': 880, 'netflix': 76, 'laftel': 674, 'watcha': 313, 'wisely': 896, 'closetshare': 884}"
951,952,"{'tlxpass': 22, 'moonday': 951, 'netflix': 519, 'socar': 981}"
952,953,"{'tving': 673, 'publy': 77, 'moonday': 822, 'youtube': 885, 'naver': 765, 'tlxpass': 79, 'closetshare': 290}"
953,954,"{'socar': 993, 'tving': 473, 'netflix': 850, 'dailyshot': 148, 'publy': 882, 'laftel': 275, 'bacon': 234, 'youtube': 574, 'melon': 226, 'closetshare': 65}"
954,955,"{'netflix': 501, 'tving': 798, 'dailyshot': 183, 'coupang': 830, 'publy': 223, 'moonday': 777, 'youtube': 305, 'closetshare': 852, 'wisely': 615, 'bacon': 987}"
955,956,"{'trive': 106, 'netflix': 438, 'coupang': 51, 'bacon': 5, 'closetshare': 91}"
956,957,"{'kukka': 673, 'netflix': 893, 'trive': 365, 'laftel': 645, 'publy': 386, 'youtube': 789, 'watcha': 652, 'melon': 635, 'wisely': 759, 'tlxpass': 957, 'closetshare': 61, 'naver': 875}"
957,958,"{'socar': 172, 'trive': 708, 'dailyshot': 669, 'laftel': 681, 'publy': 394, 'youtube': 488, 'watcha': 336}"
958,959,"{'kukka': 820, 'trive': 882, 'coupang': 904, 'milessbook': 84, 'moonday': 918, 'watcha': 60, 'melon': 897, 'tlxpass': 939, 'bacon': 829}"
959,960,"{'wisely': 881, 'milessbook': 567, 'youtube': 566, 'dailyshot': 320}"
960,961,"{'tving': 543, 'trive': 869, 'coupang': 672, 'moonday': 152, 'milessbook': 810, 'naver': 832}"
961,962,"{'wisely': 83, 'publy': 99}"
962,963,"{'tving': 353, 'trive': 930, 'laftel': 840, 'youtube': 669, 'watcha': 288, 'naver': 438, 'bacon': 351}"
963,964,"{'tving': 195, 'publy': 395}"
964,965,"{'socar': 488, 'kukka': 605, 'publy': 465, 'moonday': 900, 'tlxpass': 43, 'bacon': 361}"
965,966,"{'trive': 474, 'dailyshot': 13, 'laftel': 606, 'milessbook': 736, 'youtube': 574, 'watcha': 568, 'melon': 727, 'tlxpass': 798, 'naver': 328}"
966,967,"{'kukka': 356, 'trive': 701, 'dailyshot': 190, 'publy': 397, 'coupang': 473, 'moonday': 491, 'youtube': 604, 'watcha': 206, 'melon': 737, 'naver': 854, 'closetshare': 648}"
967,968,"{'naver': 664, 'milessbook': 773, 'tving': 207, 'socar': 41}"
968,969,"{'kukka': 601, 'coupang': 576}"
969,970,"{'socar': 729, 'tving': 74, 'netflix': 307, 'dailyshot': 366, 'coupang': 956, 'laftel': 448, 'moonday': 312, 'milessbook': 935, 'youtube': 358}"
970,971,"{'kukka': 568, 'publy': 773, 'bacon': 485, 'moonday': 879, 'melon': 880, 'wisely': 478, 'closetshare': 762}"
971,972,"{'tving': 185, 'netflix': 702, 'dailyshot': 55, 'coupang': 923, 'bacon': 498, 'trive': 607, 'moonday': 226, 'milessbook': 938, 'youtube': 485, 'watcha': 417, 'naver': 203, 'closetshare': 19}"
972,973,"{'netflix': 967, 'laftel': 643, 'publy': 733, 'moonday': 892, 'youtube': 158, 'closetshare': 844, 'wisely': 455, 'tlxpass': 631, 'bacon': 625}"
973,974,"{'youtube': 170, 'kukka': 94}"
974,975,"{'kukka': 390, 'tving': 358, 'dailyshot': 690, 'moonday': 215, 'wisely': 860, 'closetshare': 371}"
975,976,"{'trive': 489, 'dailyshot': 67, 'bacon': 594, 'moonday': 705, 'closetshare': 945}"
976,977,"{'laftel': 738, 'publy': 77, 'moonday': 702, 'naver': 48, 'wisely': 814}"
977,978,"{'trive': 365, 'tving': 347, 'publy': 797, 'moonday': 538, 'youtube': 276, 'watcha': 246}"
978,979,"{'trive': 844, 'tving': 996, 'watcha': 818, 'laftel': 765}"
979,980,"{'socar': 755, 'netflix': 427, 'laftel': 229, 'youtube': 353, 'watcha': 775, 'melon': 850, 'wisely': 22}"
980,981,"{'socar': 401, 'tving': 771, 'youtube': 603, 'melon': 817}"
981,982,"{'netflix': 907, 'trive': 460, 'dailyshot': 31, 'moonday': 334, 'milessbook': 17, 'youtube': 576, 'watcha': 831, 'melon': 202, 'tlxpass': 932, 'wisely': 373, 'bacon': 353}"
982,983,"{'netflix': 695, 'coupang': 325, 'watcha': 985, 'naver': 106, 'bacon': 807}"
983,984,"{'tving': 869, 'melon': 375, 'coupang': 523}"
984,985,"{'trive': 207, 'netflix': 717, 'tving': 51, 'laftel': 445, 'dailyshot': 744, 'moonday': 50, 'closetshare': 177, 'watcha': 724, 'melon': 843, 'wisely': 527, 'tlxpass': 720, 'bacon': 405, 'naver': 946}"
985,986,"{'trive': 311, 'tving': 811, 'dailyshot': 445, 'netflix': 906, 'milessbook': 202, 'moonday': 627, 'youtube': 871, 'watcha': 933, 'melon': 979, 'naver': 777, 'bacon': 213}"
986,987,"{'netflix': 147, 'tving': 319, 'laftel': 161, 'milessbook': 123, 'moonday': 373, 'melon': 405, 'naver': 517}"
987,988,"{'socar': 748, 'trive': 546, 'dailyshot': 972, 'coupang': 942, 'milessbook': 451, 'youtube': 387, 'tlxpass': 634, 'closetshare': 988}"
988,989,"{'laftel': 503, 'publy': 576}"
989,990,"{'moonday': 178, 'tving': 176, 'watcha': 785, 'bacon': 625}"
990,991,"{'dailyshot': 925, 'coupang': 15, 'publy': 140, 'milessbook': 193, 'tlxpass': 876, 'naver': 878}"
991,992,"{'netflix': 551, 'youtube': 25, 'melon': 777}"
992,993,"{'netflix': 153, 'tving': 462, 'laftel': 395, 'moonday': 558, 'youtube': 956, 'tlxpass': 732, 'closetshare': 642}"
993,994,"{'kukka': 311, 'publy': 174}"
994,995,"{'milessbook': 995, 'youtube': 951, 'dailyshot': 173, 'watcha': 915}"
995,996,"{'tlxpass': 199, 'dailyshot': 411, 'coupang': 795}"
996,997,"{'kukka': 33, 'trive': 812, 'tving': 287, 'bacon': 433, 'publy': 781, 'coupang': 929, 'watcha': 526, 'naver': 228, 'tlxpass': 164, 'closetshare': 562}"
997,998,"{'kukka': 173, 'tving': 898, 'laftel': 978, 'publy': 13, 'youtube': 630, 'watcha': 223, 'naver': 345}"
998,999,"{'kukka': 635, 'netflix': 898, 'coupang': 298, 'laftel': 10, 'youtube': 722, 'watcha': 946, 'naver': 137, 'closetshare': 638}"
999,1000,"{'laftel': 773, 'youtube': 341, 'coupang': 358}"
